scholar_index,name_letters,name_arabic,grade,birth_greg,death_greg,places_of_stay,students_index,teachers_index
11711,Amarh bin Abi Hafs'h,عمارة بن أبي حفصة,Follower(Tabi') [6th generation],0,750,,"20648, 24415, 20020, 20304, 20472, 28413","11113, 11023, 14135, 19912, 11313, 19323"
11712,'Umar bin Muhammad bin Jbyr,عمر بن محمد بن جبير بن مطعم,Follower(Tabi') [6th generation],0,0,,11013,11058
11713,'Umar bin Naf' al-Dwy,عمر بن نافع العدوي,Follower(Tabi') [6th generation],0,719,,"20001, 11340, 11201, 20559, 11586, 11062, 20702, 20321, 20167, 20155",10535
11714,'Amr bin al-Aswad al-Ansi,عمرو بن الأسود العنسي,Follower(Tabi') [1st Generation],0,622,"Hims, Damascus","17017, 11028, 11422, 18414, 19076, 18010","32, 40, 5172, 27, 29, 3205, 13, 53, 209"
11715,'Imran bin Hatan,عمران بن حطان,Follower(Tabi') [3rd Generation],0,0,Basra,"11449, 11019, 11389","41, 17, 18"
11716,'Unbasa bin Sa'id bin al-Aas,عنبسة بن سعيد بن العاص بن سعيد,Follower(Tabi') [3rd Generation],0,622,Kufa,"11013, 11047","13, 19, 11010"
11717,'Auf bin al-Harith bin al-Tufayl,عوف بن الحارث بن الطفيل بن سخبرة,Follower(Tabi') [3rd Generation],0,0,Hijaz,"11178, 11065, 11013, 12497, 11154, 28303",
11718,Fatr bin Khalifa,فطر بن خليفة,Follower(Tabi') [5th generation],0,0,Kufa,"20025, 20032, 20031, 20012, 20005, 20452, 20608, 20364, 20352, 20318, 20330, 20333, 30213, 25198, 20595, 20340, 20034, 20191, 20351, 20348","3660, 11398, 11049, 11028, 11261, 11029, 10940, 11358, 11344, 11392, 19145, 11101, 15238"
11719,al-Qasim bin 'Asim al-Tmymy ا,لقاسم بن عاصم التميمي ويقال الكليني,Follower(Tabi') [4th generation],0,0,,"11015, 11279, 11282","1986, 11589, 11002, 10947"
11720,Muhammad bin Ziyad al-Alhani,محمد بن زياد الألهاني,Follower(Tabi') [4th generation],0,0,al-Hims,"20432, 20456, 20454, 27053, 28625, 20644, 20736","4048, 5034, 5367, 17046, 3650, 11515, 17089"
11721,Muhammad bin 'Uthman bin 'Abdullah,محمد بن عثمان بن عبد الله بن موهب,Follower(Tabi') [6th generation],0,0,,,
11722,Malik bin Yakhamar,مالك بن يخامر,Follower(Tabi') [2nd Generation],0,690,al-Hims,"25579, 29531, 11066, 18414, 10880, 11415, 4097","32, 8, 29, 764, 2605, 27"
11723,Mua'wiya bin Ishaq bin Talha,معاوية بن إسحاق بن طلحة بن عبيد,Follower(Tabi') [6th generation],0,0,,"25125, 28645, 11060, 20311, 20012, 20587, 20020, 11624, 20469","10599, 53, 11457, 10511, 11050, 11901, 11322"
11724,Ma'n bin Muhammad bin Ma'n,معن بن محمد بن معن,Follower(Tabi') [6th generation],0,0,,"20180, 11070, 20265","11842, 11168"
11725,Maqsim bin Bajra,مقسم بن بجرة,Follower(Tabi') [4th generation],0,720,Medina,"11012, 11069, 19908, 18655, 11369, 11190, 10844, 19929","17, 912, 53, 29, 56, 5013, 27, 16557"
11726,Nubhan Abu Salah al-Madni,نبهان الجمحي أبو صالح,Follower(Tabi') [3rd Generation],0,0,Medina,,391
11727,al-Harmazan al-Farsi ا,لهرمزان الفارسي,Follower(Tabi'),0,622,Hijaz,,
11728,Hny Mwla 'Umar,هني مولى عمر,Follower(Tabi') [2nd Generation],0,0,,11442,"2, 3, 27, 28"
11729,Wasl Mwla Abi Ayynh,واصل مولى أبي عيينة,Follower(Tabi') [6th generation],0,0,,"11311, 11307, 20022, 20020, 20258, 20423, 20243","10726, 11016, 10910, 11263"
11730,Abu Ayoub al-Maraghi al-Azdi,أبو أيوب المراغي الأزدي,Follower(Tabi') [3rd Generation],0,0,Basra,"11269, 11019, 11296, 14008","29, 394, 13, 17, 58"
11731,Abu 'Atiya al-Wada'i al-Hamadani,أبو عطية الوادعي الهمداني,Follower(Tabi') [2nd Generation],0,0,"Hamadan,  Kufa","11378, 11035, 11049, 11324, 11332, 11060, 15097, 11371, 11375","16, 41, 53, 11018"
11732,Abu Nawful bin Aby,أبو نوفل بن أبي,Follower(Tabi') [3rd Generation],0,0,al-Ray,"11368, 10664, 10669, 11070, 20020","5366, 53, 70, 28, 17, 18, 29, 106"
11733,Abu Harun al-Ghanvi,أبو هارون الغنوي,Follower(Tabi') [6th generation],0,0,Basra,,
11734,Hind bint al-Harith al-Farasiyya,هند بنت الحارث الفراسية,Follower(Tabi') [3rd Generation],0,0,,11013,56
11735,Ishaq bin Sa'id bin 'Amr إ,سحاق بن سعيد بن عمرو,Follower(Tabi'),0,0,,,
11736,Umm 'Abdur Rahman bin Abi Bakra,أم عبد الرحمن بن أبي بكرة,Follower(Tabi') [2nd Generation],0,0,Basra,11294,
11800,Saleet bin Zayd Ibn Thabit,سليط بن زيد بن ثابت الأنصاري,Follower(Tabi'),0,684,Medinah,,
11801,'Abdur Rahman bin Zayd Ibn Thabit,عبد الرحمن بن زيد بن ثابت الأنصاري,Follower(Tabi'),0,684,Medinah,,
11802,'Abdullah bin Zayd Ibn Thabit,عبد الله بن زيد بن ثابت الأنصاري,Follower(Tabi'),0,684,Medinah,,
11803,Zayd bin Zayd Ibn Thabit,زيد بن زيد بن ثابت الأنصاري,Follower(Tabi'),0,684,Medinah,,
11804,'Abdullah bin Abi Qatada Ibn Rab'i,عبد الله بن أبي قتادة الأنصاري السلمي,Follower(Tabi') [3rd Generation],0,715,"Medina, Kufa","11449, 11163, 15097, 11168, 11257, 19800, 11524, 10617, 11291","391, 34"
11805,'Abdur Rahman bin Abi Qatada Ibn Rab'i,عبد الرحمن بن أبي قتادة الأنصاري السلمي,Follower(Tabi'),0,684,"Medina, Kufa",,391
11806,Thabit bin Abi Qatada Ibn Rab'i,ثابت بن أبي قتادة الأنصاري السلمي,Follower(Tabi'),0,622,"Medina, Kufa",,391
11810,Bashayr bin al-Yasar al-Harithi al-Ansar,بشير بن يسار مولى بني حارثة,Follower(Tabi') [3rd Generation],0,622,Medina,"29188, 11629, 11107, 11062, 15671","19, 1924, 1822, 1920, 34"
11811,Safiyya bint Abi 'Ubaid al-Thaqafi,صفية بنت أبي عبيد بن مسعود الثقفية,Follower(Tabi') [2nd Generation],0,0,"Taif, Makkah, Medina","11011, 11014, 11183, 487, 11242, 11106","54, 53, 56, 10535"
11812,Umm Salama bint al-Mukhtar,أم سلمة بنت المختار بن أبي عبيد,Follower(Tabi'),0,0,Medina,,
11813,Waqid bin 'Abdullah ibn 'Umar,واقد بن عبد الله بن عمر بن الخطاب,Follower(Tabi'),0,0,"Makkah, Medina",,
11814,'Abdullah bin 'Abdullah Ibn 'Umar,عبد الله بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],0,724,"Makkah, Medina","12311, 10535, 11013, 11014, 11195, 10929, 11874, 11215, 11262","18, 13, 473, 11818"
11815,'Umar bin 'Abdullah Ibn 'Umar,عمر بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],0,0,"Makkah, Medina",,"18, 3"
11816,Bilal bin 'Abdullah bin 'Umar,بلال بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],0,0,Medina,,18
11817,'Ubaidullah bin 'Abdullah bin 'Umar,عبيد الله بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],0,0,Medina,"10609, 11013, 11107","18, 13"
11818,Hamza bin 'Abdullah bin 'Umar,حمزة بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [3rd Generation],0,0,Medina,"11814, 11013","18, 53, 54"
11819,Zayd bin 'Abdullah bin 'Umar,زيد بن عبد الله بن عمر بن الخطاب,Follower(Tabi') [2nd Generation],0,0,"Medina, Kufa","11530, 11014","18, 10520"
11820,'Abdur Rahman bin Muti' bin al-Aswad,عبد الرحمن بن مطيع بن الأسود,Follower(Tabi') [1st Generation],0,0,Medina,11003,43
11821,Suliaman bin Muti' bin al-Aswad,سليمان بن مطيع بن الأسود,Follower(Tabi'),0,657,Medina,,
11825,Ibrahim bin 'Abdullah bin Ma'bad إ,براهيم بن عبد الله بن معبد بن عباس,Follower(Tabi') [3rd Generation],0,0,Medina,"18493, 11014","11873, 17, 61"
11826,Ibrahim bin 'Ubaid bin Rifa'a إ,براهيم بن عبيد بن رفاعة,Follower(Tabi') [4th generation],0,0,Medina,"20514, 20177, 11070","19, 34, 53, 11221"
11827,Ibrahim bin Muhammad bin Talha إ,براهيم بن محمد بن طلحة بن عبيد الله,Follower(Tabi') [3rd Generation],0,729,"Medina, al-Kufa","19809, 12246, 11193","3, 11, 13, 53, 29, 17"
11828,Isma'il bin Abi Hkym إ,سماعيل بن أبي حكيم القرشي,Follower(Tabi') [6th generation],0,749,Medina,"20001, 11107, 20155, 11105","11002, 10535, 11888"
11829,al-Aghr Abu Muslim ا,لأغر أبو مسلم,Follower(Tabi') [3rd Generation],0,0,"al-Medina, Kufa","11375, 11049, 10835, 11356","13, 38"
11830,Aflah Client Of Abi Ayoub,أفلح مولى أبي أيوب الأنصاري,Follower(Tabi') [1st Generation],0,684,Medina,,"33, 4, 3, 103, 38, 49"
11831,Ayoub bin Khalid bin Safwan,أيوب بن خالد بن صفوان,Follower(Tabi') [4th generation],0,0,Medina,"11417, 12527, 11411","11864, 3080, 34, 3625"
11832,Bakayr bin Masmar,بكير بن مسمار,Follower(Tabi') [4th generation],0,771,Medina,"20159, 20254, 20597, 20120","18, 10554, 11163"
11833,Ja'far bin 'Abdullah,جعفر بن عبد الله بن الحكم,Follower(Tabi') [3rd Generation],0,0,Medina,11875,
11834,al-Harith bin 'Abdur Rahman ا,لحارث بن عبد الرحمن بن عبد الله,Follower(Tabi') [5th generation],0,764,Medina,"11070, 11417, 20157, 20326, 20553","11002, 10627, 11028, 11153, 11197"
11835,al-Harith bin Fadayl al-Ansari ا,لحارث بن فضيل الأنصاري الخطمي,Follower(Tabi') [6th generation],0,0,Medina,"11176, 20167, 20169, 11049, 10616","1830, 11833, 11013, 5153"
11836,Hban bin Was' bin Hban,حبان بن واسع بن حبان,Follower(Tabi') [5th generation],0,0,Medina,"20377, 20624",1600
11837,Habib bin Salm al-Ansari,حبيب بن سالم الأنصاري مولى,Follower(Tabi') [3rd Generation],0,0,Medina,"14038, 11419, 18242, 11388",13
11838,Habib al-A'wr al-Madni Mwla,حبيب الأعور المدني مولى عروة,Follower(Tabi') [3rd Generation],0,0,Medina,"11013, 11105, 20504",
11839,Hafs bin 'Umar bin Sa'd al-Qurz,حفص بن عمر بن سعد القرظ,Follower(Tabi') [3rd Generation],0,0,Medina,11013,49
11840,al-Hakam bin Myna'a al-Ansari Mwlahm ا,لحكم بن ميناء,Follower(Tabi'),0,0,Medina,"10968, 11063","13, 53, 18, 2201, 38, 1798"
11841,Hameed bin Ziyad,حميد بن زياد أبو صخر,Follower(Tabi') [6th generation],0,709,"Medina, Egypt","20375, 26010, 20029, 20031, 20159","11161, 11172, 11014, 11211, 11066, 11212, 11236, 11858, 11168"
11842,Hanzalah bin 'Ali bin al-Aslami,حنظلة بن علي بن الأسقع,Follower(Tabi') [3rd Generation],0,0,Medina,"11432, 11878, 10605, 11013, 11061","4123, 5013, 1986, 464, 5275, 13"
11843,Khbab al-Madni Sahb al-Mqswrh,خباب المدني صاحب المقصورة,Follower(Tabi') [2nd Generation],0,0,Medina,10554,13
11844,Da'ud bin 'Amir bin Sa'd,داود بن عامر بن سعد,Follower(Tabi') [6th generation],0,0,Medina,"11411, 11236, 11107, 11875",10554
11845,Da'ud bin Qays al-Fra'a,داود بن قيس الفراء الدباغ,Follower(Tabi') [5th generation],0,622,Medina,"20012, 20005, 20155, 20547, 20033, 20025, 20029, 20121, 20172, 20031, 20032, 20733, 20167, 20443, 20348, 20164","3048, 11163, 11521, 11260, 19054, 11014, 11059, 13533, 11225"
11846,Dinar Abu 'Abdullah al-Qaraz,دينار أبو عبد الله القراظ,Follower(Tabi') [3rd Generation],0,0,Medina,"11210, 11220, 11163, 10663, 21357, 10665, 20500","32, 9, 13"
11847,al-Rabi' bin Sbrh bin ا,لربيع بن سبرة,Follower(Tabi') [3rd Generation],0,0,Medina,"11894, 11010, 20166, 11013, 11411, 20377, 20023","11010, 5210, 10979"
11848,Rabi'a bin 'Uthman bin Rabi'a,ربيعة بن عثمان بن ربيعة,Follower(Tabi') [6th generation],0,772,Medina,"10616, 20025, 20102, 20172, 20032","11163, 11178, 11222, 11048, 11014, 11065"
11849,Rabi'ya bin Ata'a al-Zhry,ربيعة بن عطاء الزهري مولاهم,Follower(Tabi') [6th generation],0,0,Medina,11154,10535
11850,Ziyad bin Ryah,زياد بن رياح,Follower(Tabi') [3rd Generation],0,0,"al-Basra, Medina","11016, 11300",13
11851,Ziyad bin Abi Ziyad,زياد بن أبي زياد ميسرة,Follower(Tabi') [5th generation],0,753,"Medina, Damascus","11184, 11107, 11234, 20001, 11106, 20500, 20182","778, 19, 11204, 11221, 19921"
11852,Salm bin 'Abdullah al-Nasri,سالم بن عبد الله النصري,Follower(Tabi') [3rd Generation],0,729,Medina,"11154, 11168, 12143, 12317, 11105, 11220, 11225, 10567, 11449, 11107","4, 9, 13, 53, 107, 38"
11853,Sa'd bin Sa'id bin Qays bin 'Amr,سعد بن سعيد بن قيس بن عمرو الأنصاري,Follower(Tabi') [4th generation],0,759,Medina,11062,
11854,Sa'id bin Khalid bin 'Amr,سعيد بن خالد بن عمرو بن عثمان,Follower(Tabi') [6th generation],0,0,"Medina, Damascus","11013, 20180, 11724","10511, 5232"
11855,Sulaiman bin Sahaym,سليمان بن سحيم,Follower(Tabi') [3rd Generation],0,0,Medina,"11107, 11070, 20167, 11245, 20005, 20155","11002, 11825, 3180, 19469"
11856,Sulaiman bin Atyq,سليمان بن عتيق,Follower(Tabi') [4th generation],0,0,Medina,"11242, 11245, 11070, 10637","34, 106, 10642, 10692"
11857,Sahl bin Abi Umama bin Sahl bin Hanif,سهل بن أبي أمامة,Follower(Tabi') [5th generation],0,0,"Medina, Egypt","20438, 26015, 11411, 11407, 28148, 25227","405, 19"
11858,Sharayk bin 'Abdullah bin Abi Namr,شريك بن عبد الله بن أبي نمر,Follower(Tabi') [5th generation],0,0,Medina,"11168, 20012, 20001, 20173, 20155, 20160, 20167, 20394, 20157","19, 11002, 1238, 10567, 11211, 11023, 11020, 11879"
11859,S'hyb Abu al-S'hba'a al-Bakry,صهيب أبو الصهباء البكري البصري,Follower(Tabi') [4th generation],0,0,"al-Basra, Medina","11050, 10839, 19382, 10721, 11053","16, 5"
11860,Syfy bin Ziyad al-Ansari,صيفي بن زياد الأنصاري,Follower(Tabi') [4th generation],0,0,Medina,"18, 10616, 11168, 11169, 20001, 11184, 20177","10631, 38, 1040"
11861,Dmrh bin Sa'id bin Aby,ضمرة بن سعيد بن أبي حنة,Follower(Tabi') [4th generation],0,0,Medina,"20001, 20005, 20169","1314, 38, 19, 11004, 12548"
11862,Tarq bin 'Amr al-Mky,طارق بن عمرو المكي الأموي مولاهم,Follower(Tabi') [3rd Generation],0,0,"Makkah, Medina",,
11863,Talha bin Yahya bin Talha,طلحة بن يحيى بن طلحة,Follower(Tabi') [6th generation],0,766,"Medina, Kufa","20012, 20005, 20102, 20256, 20587, 20318, 20330, 20313, 20337, 20031, 20032, 20367, 20594, 20452, 20348","10574, 579, 10599, 11827, 11723, 11004, 11028, 11901"
11864,'Abdullah bin Rafa'i,عبد الله بن رافع المخزومي أبو رافع,Follower(Tabi') [3rd Generation],0,0,Medina,"20501, 11831, 11154, 11841, 11168, 12527",
11865,'Abdullah bin Rbah,عبد الله بن رباح الأنصاري أبو خالد,Follower(Tabi') [3rd Generation],0,0,"Medina, al-Basra","11269, 11080, 11296, 11019, 24229, 11574, 11282, 10922, 11371","39, 25, 123, 391, 13, 4058, 11693"
11866,'Abdullah bin Salman al-Aghar,عبد الله بن سلمان الأغر المدني مولى,Follower(Tabi') [6th generation],0,0,Medina,"11177, 10644",11171
11867,'Abdullah bin Abi Salah al-Saman,عبد الله/عباد بن أبي صالح السمان,Follower(Tabi') [6th generation],0,0,Medina,,"11161, 11050"
11868,'Abdullah bin 'Abdullah bin Abi Talha,عبد الله بن عبد الله بن أبي طلحة,Follower(Tabi') [4th generation],0,752,Medina,,"422, 19"
11869,'Abdullah bin 'Ubaidullah bin Abi Rafi',عبد الله بن عبيد الله بن أبي رافع,Follower(Tabi') [6th generation],0,0,Medina,"11169, 11209, 10616","11199, 10632"
11870,'Abdullah bin Ka'b al-Hmyry,عبد الله بن كعب الحميري,Follower(Tabi') [4th generation],0,0,Medina,"11191, 448, 11107","246, 11003, 11006"
11871,'Abdullah bin Muhammad bin Ma'n,عبد الله بن محمد بن معن,Follower(Tabi') [3rd Generation],0,0,Medina,24066,
11872,'Abdullah bin Muslim bin 'Ubaidullah,عبد الله بن مسلم بن عبيد الله,Follower(Tabi') [3rd Generation],0,0,Medina,"20176, 11013",
11873,'Abdullah bin Ma'bad bin al-Abbas,عبد الله بن معبد بن العباس بن عبد المطلب,Follower(Tabi') [3rd Generation],0,0,Medina,11825,17
11874,'Abdullah bin Waqd,عبد الله بن واقد بن عبد الله,Follower(Tabi') [4th generation],0,738,Medina,"11814, 53",
11875,'Abdul Hameed bin Ja'far,عبد الحميد بن جعفر بن عبد الله,Follower(Tabi') [6th generation],0,771,Medina,"20025, 20226, 20326, 20554, 20468, 20032, 20031, 20254, 20029, 20277, 20452, 20120, 20241","11833, 11231, 11062, 10890, 11150, 11168, 10605, 10606, 11013"
11876,'Abdur Rahman bin Ishaq,عبد الرحمن بن إسحاق بن عبد الله,Follower(Tabi') [6th generation],0,0,"Medina, al-Basra","20304, 20212, 20021, 20423, 20187, 20706","11168, 11061, 12260, 11183, 11173, 11176, 11177, 11013, 19954"
11877,'Abdur Rahman bin Bashr,عبد الرحمن بن بشر بن مسعود الأنصاري,Follower(Tabi') [3rd Generation],0,0,Medina,"11051, 11035, 10832, 11419, 15145, 28678","402, 13, 38, 149"
11878,'Abdur Rahman bin Harmala,عبد الرحمن بن حرملة بن عمرو بن سنة,Follower(Tabi') [6th generation],0,763,Medina,"20012, 20024, 20001, 20160, 20509, 20167, 20155, 20159, 20212, 20208, 20031, 28413","11002, 11842, 19934, 10937, 10851, 18108, 28701"
11879,'Abdur Rahman bin Abi Sa'id al-Khudri,عبد الرحمن بن أبي سعيد,Follower(Tabi') [3rd Generation],0,731,Medina,"22055, 20652, 10587",38
11892,Ata'a bin Y'aqub al-Madni,عطاء بن يعقوب المدني مولى بن سباع,Follower(Tabi') [3rd Generation],0,0,Medina,"11013, 11263",50
11893,'Ali bin 'Abdur Rahman,علي بن عبد الرحمن المعاوي,Follower(Tabi') [4th generation],0,0,Medina,"11540, 11013","18, 34"
11894,'Amarah bin Ghazya bin al-Harith,عمارة بن غزية بن الحارث,Follower(Tabi') [6th generation],0,758,Medina,"20160, 20377, 20299, 20379, 20475, 20702, 20374, 11169, 20321, 20167, 20341, 20288, 20212","19, 11697, 11263, 11428, 24066, 11101, 11213, 11225, 11232, 11167, 11879, 11847, 11162"
11895,'Umar bin Ishaq al-Madni,عمر بن إسحاق المدني مولى زائدة حجازي,Follower(Tabi') [6th generation],0,0,"Medina, Hijaz","11841, 20500",
11896,'Umar bin Thabit,عمر بن ثابت الأنصاري,Follower(Tabi') [3rd Generation],0,0,Medina,,
11897,'Umar bin al-Hakam bin Thuban,عمر بن الحكم بن ثوبان,Follower(Tabi') [3rd Generation],0,736,Medina,"11168, 11858, 11213, 11449, 11062, 22152","50, 9, 29, 5133, 390, 38, 13, 10567"
11898,'Umar bin al-Hakam bin Rafa'i,عمر بن الحكم بن رافع بن سنان,Follower(Tabi') [3rd Generation],0,0,Medina,"11833, 11875, 10605, 11169, 19891","390, 13, 1040, 29, 59, 34"
11899,'Umar bin Hamza bin 'Abdullah,عمر بن حمزة بن عبد الله بن عمر,Follower(Tabi') [6th generation],0,0,"Medina, Kufa","20201, 20306, 20723, 20318, 22233","11011, 18194, 18494, 10632, 11221"
11900,Abu Bakr bin Abi Musa al-Asha'ari,أبو بكر بن أبى موسى الأشعري,Follower(Tabi') [3rd Generation],0,725,"Kufa, Iraq","11309, 11296, 10745, 11636, 11049, 10846","41, 400, 393, 17, 11620"
11901,Abu Barda bin Abi Musa al-Asha'ari,أبو بردة / الحارث بن أبي موسى الأشعري,Follower(Tabi') [3rd Generation],0,722,"Kufa, Iraq","11345, 14044, 11154, 11019, 11300, 10778, 11863, 11052","41, 5, 145, 103, 4071, 166, 53, 20672, 18, 29, 11054, 10511"
11902,Musa bin Abi Musa al-Asha'ari,موسى بن أبي موسى الأشعري,Follower(Tabi') [3rd Generation],0,0,"Kufa, Iraq",,"41, 17"
11905,'Umar bin Hafs bin 'Asim,عمر بن حفص بن عاصم بن عمر بن الخطاب,Succ. (Taba' Tabi'),0,0,Medina,,
11949,Mu'awiya bin Yazid B. Mu'awiya,معاوية بن يزيد بن معاوية,Follower(Tabi'),622,685,Damascus,,
11950,al-Walid bin 'Abdul Malik bin Marwan ا,لوليد بن عبد الملك بن مروان,Follower(Tabi'),622,716,Damascus,,
11951,Suliman bin 'Abdul Malik bin Marwan,سليمان بن عبد الملك بن مروان,Follower(Tabi'),622,718,"Damascus, Ramla",,
11952,Yazid bin 'Abdul Malik bin Marwan,يزيد بن عبد الملك بن مروان,Follower(Tabi'),622,724,Damascus,,
11953,Hisham bin 'Abdul Malik bin Marwan,هشام بن عبد الملك بن مروان,Follower(Tabi'),691,744,"Damascus, Ramla",,
11956,al-Walid bin Yazid bin 'Abdul Malik ا,لوليد بن يزيد بن عبد الملك بن مروان,Follower(Tabi'),622,745,Damascus,,
11957,Yazid bin al-Walid bin 'Abdul Malik,يزيد بن الوليد بن عبد الملك بن مروان,Follower(Tabi'),622,745,Damascus,,
11958,Ibrahim bin al-Walid bin 'Abdul Malik ا,براهيم بن الوليد بن عبد الملك بن مروان,Follower(Tabi'),0,745,Damascus,,
11959,Marwan bin Muhammad bin Marwan al-Himar,مروان بن محمد بن مروان بن الحكم الحمار,Follower(Tabi'),692,750,Damascus,,
12000,Ibrahim bin Salm Bardan إ,براهيم بن سالم بن أبي أمية بردان,Follower(Tabi') [6th generation],0,622,Medina,,"11164, 11002"
12004,Ibrahim bin Muhammad bin Hatib إ,براهيم بن محمد بن حاطب,Follower(Tabi') [5th generation],0,0,"Medina,  Kufa","25583, 20020, 11889, 25153","713, 11002, 13417"
12005,Ibrahim bin Muhammad bin Sa'd إ,براهيم بن محمد بن سعد بن أبي وقاص الزهر,Follower(Tabi') [6th generation],0,0,"Medina, al-Kufa",,10553
12009,Ishaq bin 'Abdullah bin Abi Farwa إ,سحاق بن عبد الله بن أبي فروة,Follower(Tabi') [4th generation],0,762,Medina,"20023, 20624, 20733, 20736, 20248, 19825","11061, 19934, 11013, 11014, 11066, 11006, 11065"
12010,Ishaq bin Yazid al-Hdhly إ,سحاق بن يزيد الهذلي المدني,Follower(Tabi') [6th generation],0,0,Medina,,
12011,Isma'il bin Ibrahim bin 'Abdur Rahman إ,سماعيل بن إبراهيم بن عبد الرحمن,Follower(Tabi') [6th generation],0,786,Medina,"20012, 20271, 20032","10505, 11221"
12012,Isma'il bin Ibrahim al-Ansari إ,سماعيل بن إبراهيم الأنصاري,Follower(Tabi') [5th generation],0,0,Medina,20377,
12013,Isma'il bin Basheer إ,سماعيل بن بشير مولى بني مغالة,Follower(Tabi') [3rd Generation],0,0,Medina,19147,229
12015,Isma'il bin 'Abdullah bin Abi Talha إ,سماعيل بن عبد الله بن أبي طلحة,Follower(Tabi') [4th generation],0,0,Medina,,"422, 19"
12018,Asyd bin 'Ali bin 'Ubaid,أسيد بن علي بن عبيد,Follower(Tabi') [5th generation],0,0,Medina,"11517, 20706",
12019,Asha'th bin Ishaq bin Sa'd B. Abi Waqqas,أشعث بن إسحاق بن سعد بن أبي وقاص,Follower(Tabi') [4th generation],0,0,Medina,"11197, 11220",10554
12023,Ayoub bin Habib al-Zhry,أيوب بن حبيب الزهري المدني,Follower(Tabi') [6th generation],0,750,Medina,"20001, 20169",
12025,Bryd'h bin Sufyan,بريدة بن سفيان,Follower(Tabi') [6th generation],0,0,Medina,"20501, 11107",5289
12027,Basheer bin Thabit al-Ansari,بشير بن ثابت الأنصاري,Follower(Tabi') [6th generation],0,0,Medina,,
12028,Bashyr bin Salam,بشير بن سلام,Follower(Tabi') [3rd Generation],0,0,Medina,,
12032,Thabit bin Qays al-Ansari,ثابت بن قيس الأنصاري,Follower(Tabi') [3rd Generation],0,0,Medina,11013,
12033,Thabit bin Qays al-Ghiffari,ثابت بن قيس الغفاري,Follower(Tabi') [5th generation],0,785,Medina,,
12034,Thabit al-Ansari Wald,ثابت الأنصاري والد,Follower(Tabi') [3rd Generation],0,0,Medina,,
12036,Jbyr bin Abi Sulaiman,جبير بن أبي سليمان بن جبير,Follower(Tabi') [3rd Generation],0,0,Medina,"19849, 19903",18
12039,Ja'far bin Ayad Mdny,جعفر بن عياض مدني,Follower(Tabi') [3rd Generation],0,0,Medina,,
12040,Ja'far bin Mhmwd bin Abd,جعفر بن محمود,Follower(Tabi') [4th generation],0,0,Medina,"12163, 25318","45, 34"
12041,Jumhan Abu al-Ala',جمهان أبو العلاء,Follower(Tabi') [3rd Generation],0,0,Medina,"10511, 10665","4, 9, 13"
12042,al-Harith bin Bilal bin al-Harith ا,لحارث بن بلال بن الحارث,Follower(Tabi') [3rd Generation],0,0,Medina,,
12046,Haritha bin Abi al-Rajal,حارثة بن أبي الرجال,Follower(Tabi') [6th generation],0,766,Medina,,10959
12052,al-Hasan bin Usamah bin Zayd ا,لحسن بن أسامة بن زيد,Follower(Tabi') [3rd Generation],0,0,Medina,,
12053,al-Hasan bin 'Ali bin Abi Rafi' ا,لحسن بن علي بن أبي رافع,Follower(Tabi') [5th generation],0,0,Medina,"11154, 20504",
12055,al-Husain bin al-Sa'ib bin Aby ا,لحسين بن السائب بن أبي,Follower(Tabi') [3rd Generation],0,0,Medina,11013,18500
12056,al-Husain bin 'Abdullah bin 'Ubaidullah ا,لحسين بن عبد الله بن عبيد الله بن عباس,Follower(Tabi') [5th generation],0,758,Medina,"11065, 11070, 20025, 11107, 10616, 22010, 20587","6156, 11023"
12057,Husayn bin 'Abdur Rahman al-Ashhali,حصين بن عبد الرحمن الأشهلي,Follower(Tabi') [4th generation],0,745,Medina,"31657, 11107, 20580","45, 19, 17, 12274, 1830, 12498, 20651"
12059,Husayn bin Nmyr,حصين بن نمير,Follower(Tabi'),0,0,Medina,,
12060,Hdrmy bin Lahq al-Tmymy,حضرمي بن لاحق التميمي,Follower(Tabi') [6th generation],0,0,"al-Yamama, al-Medina","11289, 11595, 10704, 11449","17, 10535, 11161, 10912"
12062,Hafs bin 'Umar bin 'Abdur Rahman B. 'Auf,حفص بن عمر بن عبد الرحمن بن عوف,Follower(Tabi') [5th generation],0,0,Medina,,
12064,Hkym bin Aflah Hjazy,حكيم بن أفلح,Follower(Tabi') [3rd Generation],0,0,Medina,,"402, 53"
12066,Hakeem bin Muhammad bin 'Abdullah,حكيم بن محمد بن عبد الله بن قيس,Follower(Tabi') [6th generation],0,0,Medina,"11407, 20624, 22212","10958, 11014, 11168"
